,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_01297,4507,2793,3058,3364,6588,2390,3177,2343,2961
E745S_01298,6648,4350,2653,7246,6359,4249,3728,3006,5909
E745S_01299,0,0,1,0,1,0,9,16,15
E745S_01300,325,264,699,0,181,106,155,463,78
E745S_01301,6998,8467,6446,6724,10285,8291,7452,6653,4173
E745S_01302,15,2,0,61,26,5,8,0,1
E745S_01303,324,65,0,0,0,0,0,0,0
E745S_01304,7741,8262,3682,15054,11219,14495,7948,8830,8018
E745S_01305,43,0,41,263,0,131,63,54,440
E745S_01306,439,1206,0,1199,350,557,567,440,310
E745S_01307,308,821,549,1164,1437,365,390,574,524
E745S_01308,3699,6923,3510,5731,6827,4431,3181,4386,3928
E745S_01309,1627,1474,1115,1973,800,1983,1165,1458,1093
E745S_01310,406,108,0,594,0,249,139,0,277
E745S_01311,232,483,283,312,148,118,427,494,55
E745S_01312,1,1,0,150,0,0,0,0,0
E745S_01313,0,0,0,0,0,0,1,0,0
E745S_01314,4,4,2,3,1,11,4,5,54
E745S_01315,0,237,0,1,1,1,157,175,0
E745S_01316,4235,3804,1291,2147,1546,1986,3224,2435,2740
E745S_01317,0,0,0,1,2,3,0,3,2
E745S_01318,4035,5070,1753,5281,5690,6967,4754,6377,4566
E745S_01319,729,1356,100,1217,563,385,740,513,348
E745S_01320,8806,7986,4191,9957,6499,8035,8356,6093,6846
E745S_01321,2647,2210,1391,1733,4749,2820,2109,3767,2534
E745S_01322,70,41,1,0,2,2,9,11,86
E745S_01323,1,0,0,138,0,60,0,304,0
E745S_01324,39,228,0,144,339,402,135,73,160
E745S_01325,35387,48181,20370,50218,36749,35077,41719,32561,36976
E745S_01326,2238,3479,1461,2109,2706,2009,2319,3027,2606
E745S_01327,739,556,363,716,0,0,158,308,123
E745S_01328,4706,4921,2258,3337,3489,2936,4122,3308,3170
E745S_01329,28361,34628,12980,31178,28082,35573,27143,33072,29485
E745S_01330,4181,5663,2504,5793,6546,6230,3745,5328,3802
E745S_01331,758,1289,679,1573,3771,1347,995,1452,1189
E745S_01332,63,126,1,277,465,2,1,110,1
E745S_01333,0,0,0,0,0,0,0,0,0
E745S_01334,0,0,0,0,0,1,0,0,0
E745S_01335,649,1247,170,813,1083,1146,577,957,528
E745S_01336,711,1097,55,2486,957,1906,1307,1160,905
E745S_01337,2424,2557,463,1278,1313,2220,1335,2093,2745
E745S_01338,0,101,0,237,0,0,59,0,1
E745S_01339,438,861,573,1031,2078,1747,556,953,752
E745S_01340,64,64,307,0,1,220,0,156,461
E745S_01341,898,2041,516,1253,712,952,1017,593,1385
E745S_01342,828,1534,412,687,0,648,963,713,315
E745S_01343,1787,1876,249,1243,1046,2044,1142,1577,1280
E745S_01344,7751,8585,2304,12505,9964,10306,7737,8872,6604
E745S_01345,622,764,131,392,0,513,881,1339,1040
E745S_01346,2077,2600,784,1391,1576,1980,3315,2247,2221
E745S_01347,4554,8334,6921,7763,5130,5560,7507,8046,6862
E745S_01348,486,515,147,619,1,975,997,491,780
E745S_01349,58,64,397,0,0,145,0,99,0
E745S_01350,5,4,2,5,2,4,1,8,12
E745S_01351,2014,2495,1536,1876,2734,4344,2228,3833,2308
E745S_01352,0,222,344,206,250,76,0,0,129
E745S_01353,0,0,0,0,0,0,0,0,0
E745S_01354,1781,2284,693,2042,813,1718,1363,2082,1398
E745S_01355,1457,1074,156,1004,1393,1290,2218,1994,1395
E745S_01356,12495,7958,10794,10384,10138,3833,7154,4474,7628
E745S_01357,41,0,0,43,78,2,28,33,37
E745S_01358,2198,1847,1497,2245,1795,1772,1673,1469,1181
E745S_01359,1421,768,633,1604,1292,372,1859,557,791
E745S_01360,0,0,1,0,0,0,0,0,0
E745S_01361,0,0,0,0,0,0,0,0,0
E745S_01362,0,0,0,0,0,0,0,0,0
E745S_01363,0,0,0,0,0,0,0,0,0
E745S_01364,4410,4226,1006,6360,3831,4730,4690,4993,3734
E745S_01365,0,0,0,0,2,2,0,0,0
E745S_01366,6744,8289,2956,6993,5433,7001,4855,5290,5281
E745S_01367,3287,3208,1262,2227,2498,4426,3441,3434,2506
E745S_01368,23910,29152,15938,36329,26155,20131,22424,21551,19921
E745S_01369,10789,9823,4982,9474,8629,11677,7718,11620,7938
E745S_01370,1275,2727,845,2673,2895,2085,1834,2243,2904
E745S_01371,1532,2474,762,2086,2488,1677,1569,1954,1853
E745S_01372,3300,2096,594,1568,3026,1923,2147,1939,1522
E745S_01373,2527,3319,500,2589,7591,4125,2441,3887,4141
E745S_01374,924,855,166,1442,554,1577,1204,931,672
E745S_01375,0,146,0,0,0,0,1,123,0
E745S_01376,2423,1973,784,3265,3171,2299,1879,2881,1981
E745S_01377,1,0,0,0,0,1,0,1,2
E745S_01378,793,674,43,4,2,85,189,84,117
E745S_01379,41,60,1,0,311,2,1,0,1
E745S_01380,433,376,230,0,0,83,104,221,127
E745S_01381,5112,6213,3779,6316,5781,5928,4720,3710,2825
E745S_01382,0,0,0,0,0,0,0,0,0
E745S_01383,0,0,0,0,0,0,0,0,0
E745S_01384,1,1,0,0,0,0,0,0,0
E745S_01385,2637,4242,1799,5008,3417,5422,4709,3438,3520
E745S_01386,3450,4742,1146,5478,4557,4698,4529,3977,2931
E745S_01387,0,0,0,0,0,0,0,0,0
E745S_01388,0,0,0,0,0,0,0,0,0
E745S_01389,9557,8017,5481,7870,6439,9370,8547,8599,9219
E745S_01390,1857,1010,1060,2253,790,1692,1196,943,1360
E745S_01391,583,1428,344,720,790,1024,1511,1524,675
E745S_01392,4503,7041,4252,5820,8652,5767,5665,5915,3601
E745S_01393,238,113,0,0,2,30,314,107,132
E745S_01394,448,1320,439,582,501,982,813,1155,1177
E745S_01395,737,651,63,644,913,969,222,725,1218
E745S_01396,146,133,0,0,0,1,0,0,117
E745S_01397,1,1,0,0,0,0,7,0,0
E745S_01407,0,3,0,0,2,0,0,1,0
E745S_01408,0,0,0,0,0,1,0,0,3
E745S_01409,0,0,0,0,0,0,0,0,1
E745S_01410,131,141,220,78,1083,216,10916,8063,10315
E745S_01411,1257,2136,663,1251,2062,1062,1010,1973,1232
E745S_01412,0,1,0,0,1,97,115,0,0
E745S_01413,0,0,0,0,0,0,0,0,0
E745S_01414,0,3,0,0,0,0,0,0,2
E745S_01415,0,63,0,0,0,0,0,0,0
E745S_01416,0,0,0,1,0,0,1,0,0
E745S_01417,0,1,0,0,0,0,1,2,0
E745S_01418,0,0,0,0,0,0,0,0,0
E745S_01419,0,0,0,0,0,0,0,0,0
E745S_01420,0,0,0,0,0,0,0,0,0
E745S_01421,376,159,26,100,0,465,334,356,179
E745S_01422,102,387,74,148,267,88,421,1310,898
E745S_01423,365,486,234,134,0,272,120,262,242
E745S_01424,0,0,0,0,0,0,0,0,0
E745S_01425,0,0,1,0,0,0,0,0,0
E745S_01426,1,0,0,0,0,0,1,0,0
E745S_01427,1,1,2,1,0,1,0,0,0
E745S_01428,0,0,0,0,0,0,0,0,0
E745S_01429,6,2,2,3,2,1,2,2,3
E745S_01430,1,0,0,0,0,1,1,0,1
E745S_01431,428,469,15,0,1025,0,338,300,355
E745S_01432,0,0,0,1,0,0,0,0,0
E745S_01433,0,0,0,0,0,0,0,0,0
E745S_01434,0,0,0,0,0,0,0,0,0
E745S_01435,1,71,1,0,1,614,83,293,362
E745S_01436,2,6,1,2,6,1,4,5,3
E745S_01437,0,0,0,0,0,0,1,0,0
E745S_01438,17,3,0,0,1,0,6189,4605,5283
E745S_01439,1142,1459,1008,1696,1939,1665,1567,1168,282
E745S_01440,274,0,0,583,3,440,142,368,128
E745S_01441,363,797,139,309,258,618,303,561,981
E745S_01442,1464,1734,754,1071,1117,1886,1881,1703,1850
E745S_01443,1,0,0,2,0,0,1,0,1
E745S_01444,0,0,0,0,0,0,0,0,0
E745S_01445,480,502,201,865,489,878,1482,595,820
E745S_01446,0,0,0,0,0,0,0,0,0
E745S_01447,69,323,204,0,0,0,0,0,0
E745S_01448,280,118,29,454,378,337,0,110,0
E745S_01449,1027,1349,476,573,2310,919,556,603,1186
E745S_01450,251,303,0,58,0,259,137,167,299
E745S_01451,3,0,0,0,0,0,1,0,0
E745S_01452,978,1787,1177,2386,1640,1372,1720,2644,2197
E745S_01453,0,670,0,208,317,693,243,174,752
E745S_01454,1558,838,710,1019,1399,1338,932,727,889
E745S_01455,181,274,227,401,156,682,2,201,285
E745S_01456,9285,10383,4344,7630,6850,7086,7985,6499,6698
E745S_01457,1032,1196,540,816,828,556,215,757,736
E745S_01458,10640,10483,6766,10565,15562,10452,6848,8571,9245
E745S_01459,19050,11218,14634,22341,13945,9842,10483,7761,11213
E745S_01460,1,0,0,0,2,1,0,0,0
E745S_01461,0,0,0,0,0,0,0,0,0
E745S_01462,75,401,402,228,0,652,98,307,124
E745S_01463,0,103,0,0,0,0,1,94,0
E745S_01464,0,1,149,2,0,181,0,99,1
E745S_01465,0,54,0,0,0,0,0,89,1
E745S_01466,0,0,0,0,0,0,0,0,0
E745S_01467,8322,6293,3566,9817,3764,5738,8346,7465,7712
E745S_01468,262,990,381,221,1,858,1292,413,581
E745S_01469,151,1,9,0,12,6,0,1,1
E745S_01470,0,26,0,0,0,0,0,383,2
E745S_01471,51,28,1,0,0,0,59,0,0
E745S_01472,430,109,213,154,606,52,1,210,242
E745S_01473,1,0,0,0,0,1,0,1,1
E745S_01474,34,26,0,90,357,1,216,0,227
E745S_01475,39,13,0,13,68,19,19,26,47
E745S_01476,122,92,89,24,24,135,83,294,217
E745S_01477,2,1,0,1,4,1,0,0,4
E745S_01478,0,0,0,0,0,0,0,0,0
E745S_01479,0,0,0,0,0,0,0,0,0
E745S_01480,0,0,1,0,0,0,0,0,0
E745S_01481,1,0,0,2,0,0,0,1,0
E745S_01482,0,2,0,0,0,0,0,0,1
E745S_01483,1,0,0,0,0,0,0,0,0
E745S_01484,0,0,0,0,0,0,0,0,0
E745S_01485,0,0,0,0,0,0,0,1,0
E745S_01486,0,0,0,0,0,0,0,0,0
E745S_01487,0,0,0,1,0,0,0,0,0
E745S_01488,0,0,0,0,1,1,1,0,0
E745S_01489,0,0,0,0,1,0,0,0,0
E745S_01490,0,0,0,0,0,0,0,0,0
E745S_01491,0,0,0,0,0,0,0,0,1
E745S_01492,0,0,0,0,0,0,0,0,0
E745S_01493,1,0,0,1,0,0,0,0,0
E745S_01494,0,0,0,0,0,0,0,0,0
E745S_01495,0,0,0,0,0,1,0,0,0
E745S_01496,0,0,0,0,0,0,0,0,0
E745S_01497,0,0,1,0,0,0,0,0,0
E745S_01498,0,0,0,0,0,0,0,0,0
E745S_01499,0,1,1,0,1,0,0,0,1
E745S_01500,0,0,0,0,0,0,0,0,0
E745S_01501,0,0,0,1,0,0,0,0,0
E745S_01502,0,0,0,0,0,0,1,1,0
E745S_01503,0,0,0,0,0,0,1,0,0
E745S_01504,0,0,0,0,0,0,0,0,0
E745S_01505,0,0,0,0,0,0,0,0,0
E745S_01506,0,0,0,0,0,0,0,1,0
E745S_01507,0,0,0,0,0,0,0,1,0
E745S_01508,4,3,0,7,4,4,1,1,10
E745S_01509,0,1,0,0,0,0,0,0,0
E745S_01510,1,1,1,1,0,0,0,1,0
E745S_01511,0,0,1,0,0,0,0,1,0
E745S_01512,0,0,0,0,0,0,0,0,0
E745S_01513,594,341,210,861,1384,155,422,496,77
E745S_01514,2883,4239,1649,3681,3878,5983,4348,4945,2966
E745S_01515,507,207,580,68,485,643,325,299,471
E745S_01516,3004,3392,1515,3513,2044,2159,1853,2084,2303
E745S_01517,1753,1693,1083,1967,1746,1783,1195,1390,1055
E745S_01518,300,366,31,415,255,608,357,632,439
E745S_01519,1770,1844,1004,2150,1388,1590,1694,1485,891
E745S_01520,11239,16553,7465,15980,10400,12126,14774,12905,14212
E745S_01521,2397,2518,1463,2900,2354,2557,2265,2506,2091
E745S_01522,760,1094,806,1241,884,868,246,277,469
E745S_01523,0,0,0,0,0,0,0,0,0
E745S_01524,0,0,0,0,0,0,0,0,0
E745S_01525,3,2,2,4,3,2,3,1,0
E745S_01526,0,0,0,1,0,0,0,0,0
E745S_01527,0,2,0,1,0,0,2,1,2
E745S_01528,0,0,0,0,0,0,0,0,0
E745S_01529,2161,2017,1458,2174,1724,1805,1738,1606,1570
E745S_01530,0,1,1,1,0,44,0,2,1
E745S_01531,861,773,307,466,1074,577,390,1099,642
E745S_01532,1210,676,0,1618,1118,727,794,630,337
E745S_01533,189,285,323,242,126,725,406,491,233
E745S_01534,5079,5656,2189,5271,8880,6322,5669,6469,6670
E745S_01535,0,0,0,0,0,1,0,0,0
E745S_01536,150,5,3,8,22,7,1,1,0
E745S_01537,319,619,305,69,159,355,565,362,507
E745S_01538,0,0,0,0,0,0,1,0,0
E745S_01539,2589,765,211,1771,1036,1330,1507,1437,2421
E745S_01540,449,191,52,618,360,246,367,296,424
E745S_01541,65,120,225,117,12,1,9,19,23
E745S_01542,0,1,0,0,0,0,0,0,0
E745S_01543,71,259,0,422,0,0,215,0,168
E745S_01544,334,221,232,51,0,384,180,99,9
E745S_01545,577,891,683,1121,474,298,435,331,325
E745S_01546,1373,1308,640,1632,1149,1108,815,961,974
E745S_01547,270,291,26,476,25,337,232,516,376
E745S_01548,2854,3311,1325,3362,2077,2090,1890,1877,2105
E745S_01549,2138,3317,1192,2936,3825,3430,1851,2170,2878
E745S_01550,4629,3946,2131,5659,4332,5668,5374,5008,5205
E745S_01551,2495,2797,1432,2952,2542,2644,2335,2412,2316
E745S_01552,0,0,3,1,2,1,0,1,1
E745S_01553,7282,6437,3302,8449,7905,7248,5023,4710,5885
E745S_01554,966,1448,817,1325,1070,1259,937,968,928
E745S_01555,0,101,0,0,0,279,84,308,414
E745S_01556,240,311,303,426,665,406,94,566,212
E745S_01557,0,134,0,301,198,236,0,60,0
E745S_01558,158,135,0,302,198,514,81,120,1
E745S_01559,0,0,0,0,0,0,0,0,0
E745S_01560,1,0,0,0,0,0,0,0,0
E745S_01561,683,640,389,818,355,457,897,469,214
E745S_01562,449,566,694,563,416,1155,2515,2282,1255
E745S_01563,1,0,0,1,0,0,2,0,1
E745S_01564,760,1692,1138,1730,1847,1239,617,1328,759
E745S_01565,43,122,300,0,197,234,0,139,138
E745S_01566,129,299,0,211,0,260,0,0,115
E745S_01567,0,0,0,0,1,1,0,1,1
E745S_01568,45,45,32,164,362,306,240,311,126
E745S_01569,2304,6440,1510,3302,354,3783,5140,3694,3237
E745S_01570,333,260,0,165,1,313,165,507,118
E745S_01571,3416,3945,1211,3063,2602,3491,3321,3642,3074
E745S_01572,8243,6215,2725,7087,10809,6848,4259,4945,5132
E745S_01573,2919,3576,713,3422,3507,3508,3716,3501,4792
E745S_01574,0,86,0,0,0,0,0,0,0
E745S_01575,0,0,0,0,0,0,0,0,1
E745S_01576,283,696,76,401,0,218,687,356,124
E745S_01577,0,0,0,1,0,0,0,0,0
E745S_01578,0,0,0,0,0,0,0,1,0
E745S_01579,0,0,0,0,0,0,0,0,0
E745S_01580,1380,1298,631,1609,1125,1099,852,987,954
E745S_01581,537,1609,474,1250,746,1229,4945,1827,2884
E745S_01582,2706,1304,1433,1875,1446,1615,2027,771,2123
E745S_01583,855,701,38,471,1898,1354,505,1602,914
E745S_01584,479,476,0,316,1,214,871,1340,1413
E745S_01585,297,118,25,168,156,80,143,56,121
E745S_01586,0,0,0,0,0,0,0,0,0
E745S_01587,434,555,201,1015,0,326,308,1071,886
E745S_01588,1193,799,223,917,697,1386,756,1190,690
E745S_01589,0,1,0,0,0,1,0,0,0
E745S_01590,157,559,195,245,0,137,0,167,245
E745S_01591,59,231,0,0,0,346,0,105,369
E745S_01592,0,0,0,0,0,0,0,0,0
E745S_01593,401,898,538,536,302,687,583,887,320
E745S_01594,952,1377,604,564,1287,1672,900,1015,1051
E745S_01595,9993,8861,4922,14121,10272,6510,6712,5076,4784
E745S_01596,2974,5598,1185,4824,4281,6614,4318,4911,3286
E745S_01597,0,0,0,0,0,1,0,0,0
E745S_01598,1676,1438,431,1938,3231,2446,620,1609,1811
E745S_01599,0,0,0,0,0,0,68,0,119
E745S_01600,702,1255,546,547,2933,982,331,551,627
E745S_01601,1835,1671,368,1088,1492,1346,1801,1352,596
E745S_01602,1624,3259,543,2400,1583,3900,2894,2964,2056
E745S_01603,138,110,20,69,110,110,87,144,101
E745S_01604,636,975,668,498,545,580,909,784,1018
E745S_01605,66,98,36,115,66,175,158,108,191
E745S_01606,7337,7071,4037,8630,6687,6037,6127,2962,6595
E745S_01607,2758,1695,1089,3632,1354,3165,2619,2962,3162
E745S_01608,5289,5419,4103,5801,4341,7326,6894,6187,6877
E745S_01609,982,997,1698,1404,659,1283,968,563,407
E745S_01610,33597,22800,21469,47447,25888,20075,22546,13479,18531
E745S_01611,1299,2477,0,2351,1034,4235,2278,1825,3299
E745S_01612,0,4,0,2,0,0,1,2,0
E745S_01613,1,0,0,1,2,0,0,0,2
E745S_01614,10,6,0,3,12,0,1,13,5
E745S_01615,0,0,0,1,0,0,0,0,0
E745S_01616,0,0,0,0,0,1,0,0,0
E745S_01617,0,69,14,0,0,0,114,0,1
E745S_01618,408,355,712,1058,573,1560,1097,480,1004
E745S_01619,6929,6383,2149,5823,5149,6307,4384,5027,3389
E745S_01620,15881,11415,7561,13956,12081,11358,14160,11197,14700
E745S_01621,6962,8527,3034,8032,2889,6238,4727,6661,6164
E745S_01622,0,0,0,1,0,0,0,0,0
E745S_01623,542,362,415,238,0,331,214,250,253
E745S_01624,0,0,0,0,0,0,110,0,639
E745S_01625,0,0,0,0,1,0,0,0,1
E745S_01626,13116,11306,3364,15277,15904,13902,13008,11772,9594
E745S_01627,898,903,660,883,694,1352,1475,858,1056
E745S_01628,13574,8208,4524,11438,10380,8732,10856,6168,6645
E745S_01629,2946,1725,2402,1228,744,1824,2588,1030,1251
E745S_01630,0,1,0,138,0,123,1,0,1
E745S_01631,0,0,0,0,0,0,0,0,0
E745S_01632,2169,1460,859,2318,1301,3456,2263,1506,1443
E745S_01633,6935,9000,9343,8708,7290,11529,8399,8458,7582
E745S_01634,1252,1107,37,554,495,1533,1219,1020,281
E745S_01635,0,0,0,0,0,0,0,0,0
E745S_01636,995,1164,702,1101,1041,1043,1345,1182,1051
E745S_01637,7369,7908,3128,8580,4876,6677,7153,5755,4277
E745S_01638,707,877,370,915,889,825,610,798,714
E745S_01639,29,74,37,52,87,36,14,25,33
E745S_01640,256,266,0,130,0,77,145,110,135
E745S_01641,2101,3988,1869,4473,2433,2689,3388,3546,2039
E745S_01642,31,101,0,445,0,0,64,0,0
E745S_01643,59,71,0,0,0,0,0,58,125
E745S_01644,4822,6577,2317,6233,1478,5827,5291,4421,3226
E745S_01645,864,1166,131,1195,1746,1604,395,1002,1516
E745S_01646,2397,2859,856,1913,1514,1421,2162,2580,1591
E745S_01647,1701,4150,2119,2945,5529,1816,2303,1851,2068
E745S_01648,4341,5526,2538,4265,6822,4494,5447,5869,4308
E745S_01649,0,0,0,0,0,0,0,0,0
E745S_01650,12,11,13,35,30,20,12,5,24
E745S_01651,0,1,0,0,0,0,0,0,0
E745S_01652,9,18,5,15,10,23,15,19,37
E745S_01653,0,0,1,0,0,0,0,1,0
E745S_01654,0,0,0,0,0,0,0,0,0
E745S_01655,89,39,0,1,0,1,0,0,1
E745S_01656,743,749,539,1864,516,1418,1309,512,759
E745S_01657,1038,1634,1657,2037,3111,2169,2278,1141,640
E745S_01658,0,1,0,0,0,0,0,0,0
E745S_01659,0,1,0,0,0,0,0,0,0
E745S_01660,0,0,0,0,0,0,0,0,0
E745S_01661,5436,7560,4390,10462,11345,6575,9524,6221,8714
E745S_01662,10730,10155,7232,12569,14326,9196,8253,8261,11037
E745S_01663,1477,1302,1404,425,649,1118,1823,1860,625
E745S_01664,3834,3684,2040,4406,4166,2850,2847,3418,2155
E745S_01665,0,0,0,0,0,1,0,0,0
E745S_01666,236,90,0,380,338,105,141,36,262
E745S_01667,40695,26001,34834,40693,31860,27241,23484,22055,25019
E745S_01668,66,302,87,532,730,1109,112,628,200
E745S_01669,0,57,0,0,0,0,0,0,0
E745S_01670,470,645,224,197,1267,0,135,116,0
E745S_01671,1,0,0,0,0,0,0,0,0
E745S_01672,0,21,0,0,743,93,0,0,0
E745S_01673,655,297,73,589,460,505,195,1,312
E745S_01674,179,313,0,547,0,286,392,136,65
E745S_01675,0,0,1,0,0,0,0,0,0
E745S_01676,0,0,0,0,0,0,88,0,0
E745S_01677,202,53,0,0,1,370,132,92,136
E745S_01678,0,0,0,0,0,18,0,0,0
E745S_01679,288,256,155,425,1,162,91,172,251
E745S_01680,257,289,85,451,458,351,279,189,306
E745S_01681,332,375,440,265,0,337,0,49,171
E745S_01682,2727,2835,1469,3144,2459,2646,2529,2560,2253
E745S_01683,3109,14222,1023,3701,4750,3600,2710,4871,4071
E745S_01684,6588,5976,3960,5275,7906,5733,4519,4277,4402
E745S_01685,2036,2777,626,3795,1536,2968,1359,1277,771
E745S_01686,1008,1174,702,1152,994,1034,1325,1114,1048
E745S_01687,614,790,364,505,453,689,406,420,376
E745S_01688,1502,1318,841,1724,1561,1419,1107,956,868
E745S_01689,3150,1318,807,480,1959,1365,423,903,1123
E745S_01690,0,0,1,165,0,1,0,103,1
E745S_01691,95,127,363,323,196,117,146,0,246
E745S_01692,998,1224,626,1158,1018,1061,1336,1234,986
E745S_01693,1881,1461,190,1463,1506,2660,2402,1790,1859
E745S_01694,2017,2243,1810,1638,1554,2256,1566,3299,1836
E745S_01695,3701,5707,3041,8390,5991,8037,3945,5058,4460
E745S_01696,57,3,0,3,345,28,1,0,0
E745S_01697,6,5,0,1,3,6,10,8,6
E745S_01698,0,0,0,0,0,0,0,0,0
E745S_01699,0,0,0,0,0,0,0,0,0
E745S_01700,174,466,0,275,1,378,358,407,140
E745S_01701,152,415,387,153,0,82,1,25,138
E745S_01702,452,538,6320,788,375,563,231,692,808
E745S_01703,1581,1447,705,1578,1617,1187,789,873,913
E745S_01704,353,0,42,129,0,466,0,156,5
E745S_01705,0,0,0,0,0,0,0,0,0
E745S_01706,16002,21377,12373,29135,18940,20736,18507,20503,15635
E745S_01707,71,20,161,0,0,82,0,75,0
E745S_01708,199,502,499,378,318,356,165,740,377
E745S_01709,2863,4139,2667,4080,3690,2102,5060,2612,3138
E745S_01710,130,271,0,158,0,108,394,460,0
E745S_01711,4727,5331,4519,8275,4552,5872,5755,5576,4504
E745S_01712,2224,1793,876,1891,2287,1800,1618,1406,4419
E745S_01713,566,702,73,430,176,242,373,1350,480
E745S_01714,643,699,339,719,695,721,563,695,638
E745S_01715,8,0,0,0,2,0,0,0,1
E745S_01716,2111,3022,2003,3724,909,3234,2611,2180,1148
E745S_01717,5358,4279,1189,4733,8473,5430,5127,5561,5904
E745S_01718,280,592,1,228,0,711,685,997,255
E745S_01719,1389,2056,1341,1537,1231,2245,933,1157,2243
E745S_01720,0,0,0,0,0,0,0,0,0
E745S_01721,33,68,33,55,78,31,12,31,32
E745S_01722,1495,1466,703,1766,1268,1186,973,997,993
E745S_01723,1348,2715,608,1192,1370,716,584,1356,873
E745S_01724,2298,3664,547,3926,2677,2439,2654,1968,2643
E745S_01725,3912,2140,2336,2605,2904,4719,1977,4206,3939
E745S_01726,0,0,0,0,0,0,0,0,0
E745S_01727,3453,2496,1568,2216,2128,2334,1548,2685,1660
E745S_01728,1915,2915,927,2584,3021,1902,1784,1543,1402
E745S_01729,151,287,50,284,318,225,123,46,137
E745S_01730,4255,4099,1215,5086,4259,3311,4741,3634,3253
E745S_01731,0,0,1,0,0,0,0,0,0
E745S_01732,633,1186,196,567,563,425,1215,647,430
E745S_01733,3248,2738,1989,3085,1272,2606,2244,3299,2615
E745S_01734,106,51,0,0,0,0,416,45,0
E745S_01735,8453,11151,2388,11351,8935,7300,9835,9955,7716
E745S_01736,544,1486,1347,2487,1157,1537,1032,1344,1919
E745S_01737,57,702,33,492,1096,940,384,590,643
E745S_01738,0,0,0,0,0,0,0,0,0
E745S_01739,523,811,0,210,170,484,924,281,472
E745S_01740,8020,3280,3378,7697,11626,6384,6471,4823,3942
E745S_01741,0,0,0,0,0,0,0,0,0
E745S_01742,0,0,0,0,0,0,0,0,0
E745S_01743,0,1,0,1,1,0,0,1,0
E745S_01744,4512,5609,1021,5482,5248,6048,4318,2779,3587
E745S_01745,4554,1516,1068,2463,2864,3549,1787,2802,3194
E745S_01746,3116,4941,1396,6557,2542,2661,4061,4150,4478
E745S_01747,172,94,0,279,0,126,78,350,190
E745S_01748,1134,1697,404,773,357,1284,591,1298,237
E745S_01749,3245,5749,2717,4298,3318,2227,4269,2503,2823
E745S_01750,0,0,0,0,1,0,132,0,0
E745S_01751,0,0,0,0,0,0,0,1,0
E745S_01752,713,1296,1088,536,1088,722,486,286,625
E745S_01753,0,0,0,1,0,0,0,0,0
E745S_01754,2550,2669,1036,2009,1635,3195,1305,2639,2362
E745S_01755,3304,1712,703,2152,3428,2898,1599,2046,1931
E745S_01756,10195,15397,7009,14222,9376,8464,9421,14053,6813
E745S_01757,588,1021,35,123,484,174,439,466,198
E745S_01758,1475,1399,669,1721,1258,1161,937,1019,1017
E745S_01759,29,55,30,50,69,33,12,30,20
E745S_01760,3679,2442,843,5227,3829,2509,3378,4477,2336
E745S_01761,1,453,0,3,2,49,157,87,59
E745S_01762,0,1,0,1,1,5,11,1,2
E745S_01763,2703,3450,681,4670,2315,1709,2967,2833,1860
E745S_01764,123,149,86,1,0,355,548,124,0
E745S_01765,0,1,0,0,0,0,0,11,1
E745S_01766,6961,6747,1651,4862,4692,6519,7848,8156,6497
E745S_01767,291,262,121,701,200,135,172,173,12
E745S_01768,748,622,35,1474,534,497,771,699,673
E745S_01769,316,262,416,185,154,186,670,236,366
E745S_01770,5132,5799,2014,5414,3864,3889,6809,5603,6100
E745S_01771,13112,12666,12951,14752,10551,10908,8992,11081,11649
E745S_01772,4124,5172,2637,5529,5317,5115,2870,4188,3720
E745S_01773,3132,3373,2418,2010,2715,3009,2570,2279,1834
E745S_01774,1056,1198,693,1088,1039,1046,1367,1233,1084
E745S_01775,367,287,144,410,1,255,137,733,90
E745S_01776,0,0,0,0,0,0,0,0,0
E745S_01777,2002,1416,1552,1657,1996,1134,2802,1932,1765
E745S_01778,0,0,0,0,0,0,0,1,0
E745S_01779,0,0,0,0,0,0,0,0,0
E745S_01780,1392,525,340,273,0,1140,1171,827,628
E745S_01781,0,0,0,0,0,0,0,0,0
E745S_01782,3585,2996,1811,2635,1819,2463,2114,1349,3186
E745S_01783,0,0,0,0,0,37,0,0,0
E745S_01784,0,0,0,0,0,0,0,0,0
E745S_01785,653,845,512,881,1111,777,95,602,818
E745S_01786,0,0,0,0,1,1,0,0,0
E745S_01787,30608,55375,19768,39761,39616,28919,30951,25211,22718
E745S_01788,519,394,474,1266,1431,544,152,862,1021
E745S_01789,133,582,0,340,1,496,353,450,792
E745S_01790,347,273,32,687,773,400,315,153,0
E745S_01791,412,231,876,511,728,1288,753,329,309
E745S_01792,5509,2590,6684,4138,3524,3812,3854,3234,4145
E745S_01793,146,259,0,78,0,283,79,58,239
E745S_01794,723,1134,482,354,1694,1239,332,1071,1770
E745S_01795,1197,978,1176,796,1385,567,417,465,1017
E745S_01796,181,610,0,1,328,836,274,386,0
E745S_01797,278,422,588,0,750,216,362,503,198
E745S_01798,0,0,0,0,1,0,0,2,0
E745S_01799,117,493,51,61,588,184,481,479,0
E745S_01800,480,873,159,1176,1511,546,992,483,983
E745S_01801,6255,5917,1443,7335,5384,5929,6212,5136,5603
E745S_01802,452,319,1,580,0,155,79,94,117
E745S_01803,736,501,0,1084,3,596,282,186,180
E745S_01804,1,247,240,839,1088,334,482,178,269
