,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_02823,4700,7727,2370,5120,7733,4146,4125,3480,3355
E745S_02824,112,406,75,160,334,130,0,317,234
E745S_02825,14596,8864,4839,11462,13495,11464,6649,7350,6952
E745S_02826,3325,1759,1815,2254,3397,2092,1151,1919,2082
E745S_02827,1,0,0,0,0,0,0,2,0
E745S_02828,2827,2156,969,1845,1174,2053,2745,1213,2159
E745S_02829,531,543,554,604,629,405,122,484,92
E745S_02830,1415,1158,513,732,2061,1584,1445,1111,486
E745S_02831,1877,1545,946,1462,485,2166,971,824,946
E745S_02832,1767,1829,1012,1995,1728,1789,1229,1338,1142
E745S_02833,1,0,0,0,0,0,0,0,104
E745S_02834,1186,1954,1039,1418,1042,1445,536,1095,1333
E745S_02835,522,1019,246,343,1668,875,605,515,887
E745S_02836,1647,1771,1010,1809,1573,1743,1196,1115,1329
E745S_02837,0,0,158,0,0,0,0,0,0
E745S_02838,0,0,0,0,0,1,0,210,0
E745S_02839,594,1011,659,548,572,524,947,825,1029
E745S_02840,140,83,22,60,101,124,123,128,115
E745S_02841,249,288,98,401,479,348,293,193,310
E745S_02842,264,248,133,392,0,184,92,174,249
E745S_02843,1,0,0,0,0,1,1,0,0
E745S_02844,1839,1052,724,1167,1177,2458,1569,2387,1131
E745S_02845,562,441,590,320,0,263,619,109,374
E745S_02846,392,572,71,204,0,231,331,404,852
E745S_02847,8681,9381,5900,9306,8642,7065,6556,5537,4917
E745S_02848,654,573,414,477,502,737,446,496,612
E745S_02849,542,1053,222,334,1592,868,607,589,860
E745S_02850,1590,2273,1372,2053,1691,2005,2082,2260,1303
E745S_02851,297,279,138,396,0,171,89,157,243
E745S_02852,2391,2801,2436,3442,1499,2130,2975,2566,2886
E745S_02853,6719,6859,4263,4249,5450,5081,3415,4150,2713
E745S_02854,1048,803,519,333,698,594,196,112,134
E745S_02855,58,55,11,38,978,349,24,20,76
E745S_02856,1807,3244,495,3244,1214,723,2164,1216,1424
E745S_02857,1448,1401,730,1668,1210,1118,910,1033,979
E745S_02858,2,2,2,2,0,1,3,1,0
E745S_02859,4383,5059,1622,6304,8071,11361,4008,4850,6089
E745S_02860,248,272,152,404,0,151,86,180,276
E745S_02861,2,29,377,58,3,140,102,3,293
E745S_02862,967,1458,600,1302,1082,1646,1109,1211,1387
E745S_02863,2547,2345,2511,2695,1887,2862,1822,2599,1906
E745S_02864,1,1,1,1,0,1,1,0,0
E745S_02865,2,128,182,166,0,3,197,5,3
E745S_02866,7885,11121,6114,9908,4246,3794,6720,7757,8279
E745S_02867,1047,1177,643,1137,1074,1032,1270,1196,1088
E745S_02868,0,1,2,0,1,1,0,0,2
E745S_02869,134,301,0,0,0,262,162,222,255
E745S_02870,54,91,0,15,319,191,287,0,191
E745S_02871,801,688,16,895,559,388,970,252,519
E745S_02872,1536,1701,605,2043,568,1397,1778,1768,1390
E745S_02873,590,423,61,615,372,439,328,403,664
E745S_02874,11501,8647,4248,6845,9897,8145,6440,4469,6842
E745S_02875,2956,3186,1331,3420,2081,2211,1823,1831,2194
E745S_02876,122,471,381,1380,402,198,95,320,590
E745S_02877,711,686,382,557,451,707,377,458,465
E745S_02878,1476,980,1207,811,1216,950,573,394,630
E745S_02879,1506,2234,857,1299,314,2259,555,860,755
E745S_02880,0,0,0,0,0,1,0,0,0
E745S_02881,0,32,0,0,0,0,0,33,0
E745S_02882,0,2,0,0,0,0,0,0,0
E745S_02883,1080,1602,1159,932,903,2161,1373,571,1030
E745S_02884,1908,4446,1144,2543,2011,3162,2297,1803,3207
E745S_02885,691,1326,275,1,712,777,65,714,184
E745S_02886,0,0,0,0,0,0,0,0,0
E745S_02887,2750,2595,1333,1950,2018,2698,1818,2957,2173
E745S_02888,11095,12853,5066,12438,6890,9263,10423,6184,7762
E745S_02889,0,60,0,84,0,92,0,0,0
E745S_02890,4789,3974,1693,4713,3688,6276,3795,6236,4243
E745S_02891,1822,1778,1008,1911,1756,1839,1238,1345,1043
E745S_02892,1388,1594,667,2330,2478,240,385,1063,609
E745S_02893,1865,2134,1318,3405,2647,1113,727,1919,1286
E745S_02894,1469,1420,750,1648,1171,1012,952,995,971
E745S_02895,9024,8433,5522,9352,8265,7462,8338,6294,8312
E745S_02896,1956,2467,2179,2812,3119,1438,1708,1664,1664
E745S_02897,514,378,51,372,1135,220,136,330,404
E745S_02898,1733,1240,756,1046,652,485,949,772,857
E745S_02899,0,2,0,1,0,2,1,1,0
E745S_02900,122,215,0,0,0,41,143,72,0
E745S_02901,1389,814,645,1480,1222,1008,1169,661,1100
E745S_02902,0,0,0,0,0,0,0,0,0
E745S_02903,1726,1750,736,2322,1527,1415,2409,2194,1689
E745S_02904,231,287,106,141,739,583,801,618,0
E745S_02905,6118,4152,3462,5602,5385,6711,5789,4469,4097
E745S_02906,0,0,0,0,0,0,0,0,0
E745S_02907,0,0,0,0,0,0,0,0,0
E745S_02908,1178,695,562,1859,1458,1019,398,527,657
E745S_02909,215,105,32,46,218,123,85,49,25
E745S_02910,11269,21913,8158,12575,7864,9110,18800,20956,19272
E745S_02911,979,1518,602,1376,1065,1565,1014,1177,1420
E745S_02912,0,0,0,0,0,0,1,0,0
E745S_02913,5767,4987,2009,5328,5123,5958,5773,4189,5041
E745S_02914,4762,8625,3022,7280,4226,9637,4352,4693,3570
E745S_02915,332,533,63,772,380,429,326,29,68
E745S_02916,106,52,0,139,2,0,235,115,0
E745S_02917,4292,2622,1879,3878,3899,3309,1751,3195,3293
E745S_02918,3053,2978,1326,3953,4015,2981,3295,2616,1653
E745S_02919,385,608,32,515,536,1330,89,420,1088
E745S_02920,4208,4979,2006,3854,2477,5012,4313,3954,2947
E745S_02921,0,24,0,0,0,36,8,1,0
E745S_02922,8045,5389,6366,6738,3375,3297,4148,4288,3508
E745S_02923,3170,3217,2044,2379,3289,3088,2816,2946,2581
E745S_02924,77,97,0,0,315,41,171,68,42
E745S_02925,2196,1319,922,1575,1769,1409,1788,1339,1215
E745S_02926,333,368,577,676,236,441,246,131,130
E745S_02927,4232,4885,2374,4685,4030,5747,3662,4451,4510
E745S_02928,4452,5925,3243,3445,1868,4090,5550,7400,5373
E745S_02929,1947,3074,1662,2586,3403,2834,2656,2838,2762
E745S_02930,6558,9838,4320,9664,7535,6948,8124,8529,7043
E745S_02931,3058,3998,1733,2227,1228,2612,4530,4133,5233
E745S_02932,0,0,0,0,0,2,1,0,0
E745S_02933,525,1149,233,1183,679,401,1449,1344,856
E745S_02934,2029,4678,1248,2324,1471,1956,2954,3619,2310
E745S_02935,13110,8260,4807,4325,8187,8861,5100,5109,4803
E745S_02936,0,0,0,0,1,0,0,0,2
E745S_02937,476,858,297,1048,1758,750,464,467,423
E745S_02938,0,0,0,0,0,1,0,0,0
E745S_02939,4262,5478,2233,2317,3993,3201,5681,5643,4573
E745S_02940,4559,3902,3053,3506,3231,4352,7058,5873,5974
E745S_02941,5991,8847,4920,6024,4165,3670,8696,9681,10457
E745S_02942,0,0,0,0,1,0,0,0,0
E745S_02943,6,125,23,102,4,92,29,15,25
E745S_02944,214,119,125,0,692,36,88,410,0
E745S_02945,0,0,0,0,0,0,0,0,0
E745S_02946,262,340,643,213,0,47,132,156,514
E745S_02947,512,579,266,300,492,397,291,659,562
E745S_02948,1,0,0,0,1,0,0,0,0
E745S_02949,1564,1596,1063,1666,1340,1539,1005,917,1181
E745S_02950,85,94,46,106,116,112,104,106,39
E745S_02951,1160,755,733,864,840,979,580,592,650
E745S_02952,240,579,286,557,433,551,293,387,516
E745S_02953,0,0,0,0,0,0,0,0,0
E745S_02954,11078,21378,7747,12169,7677,8816,18406,20855,18866
E745S_02955,1579,555,567,207,732,611,173,585,71
E745S_02956,1535,1142,527,2092,2239,934,595,398,500
E745S_02957,144,418,220,591,450,564,259,0,340
E745S_02958,976,757,867,864,1,233,465,978,620
E745S_02959,403,539,0,294,301,353,403,1034,596
E745S_02960,2543,2748,1323,2671,1640,2801,3067,4447,2781
E745S_02961,61,50,36,0,334,97,208,522,84
E745S_02962,1471,870,595,1558,1198,1233,1240,729,1163
E745S_02963,130,187,1,1,0,51,125,57,1
E745S_02964,1751,1140,843,1074,638,452,939,783,883
E745S_02965,1,0,1,0,0,9,68,77,0
E745S_02966,408,473,0,133,0,728,483,755,546
E745S_02967,191,93,58,146,591,213,56,111,0
E745S_02968,63,56,236,0,0,0,152,40,0
E745S_02969,0,0,0,0,0,0,0,0,0
E745S_02970,2030,4293,1051,1505,870,1823,2246,2585,3880
E745S_02971,2304,3138,713,1829,1905,2270,2674,2426,1847
E745S_02972,3531,3996,1717,3044,3350,3247,4098,3214,3408
E745S_02973,0,365,0,77,0,235,293,427,56
E745S_02974,84,195,132,77,177,32,146,172,37
E745S_02975,13563,15108,8829,10614,10951,9535,9616,10239,8489
E745S_02976,0,0,0,0,0,0,0,0,0
E745S_02977,1,0,0,0,0,0,0,0,0
E745S_02978,1,0,0,2,0,0,0,0,0
E745S_02979,0,0,0,0,0,0,0,0,0
E745S_02980,0,0,0,0,0,1,0,0,0
E745S_02981,0,1,0,0,2,1,0,0,0
E745S_02982,6301,6335,2554,3822,7163,7002,8211,9268,7620
E745S_02983,1198,1485,409,1385,805,675,1280,1996,1843
E745S_02984,276,345,590,204,1,38,173,152,604
E745S_02985,0,0,0,0,0,0,0,0,45
E745S_02986,61,43,30,95,95,27,51,36,37
E745S_02987,0,7,0,0,0,0,1,38,0
E745S_02988,1040,1557,612,1368,1062,1605,1066,1297,1453
E745S_02989,0,0,0,0,0,0,0,0,0
E745S_02990,4283,6599,2456,6100,3793,7383,3316,3028,2850
E745S_02991,686,697,264,367,0,881,808,702,796
E745S_02992,1966,1450,328,1446,3847,1985,1325,2513,1751
E745S_02993,0,0,0,0,1,0,0,0,0
E745S_02994,0,0,0,0,0,0,0,0,0
E745S_02995,39,151,1,119,0,286,354,450,309
E745S_02996,1,1,0,1,0,0,0,1,2
E745S_02997,556,1270,289,1264,1044,1665,1143,2096,1117
E745S_02998,4891,5426,2367,3921,2444,5479,4998,5117,3287
E745S_02999,0,34,0,1,0,48,9,0,0
E745S_03000,15755,11428,8760,12682,7069,10008,12890,8711,11815
E745S_03001,288,246,116,313,40,284,370,258,223
E745S_03002,295,253,13,164,0,60,130,441,329
E745S_03003,567,402,271,529,447,330,395,345,491
E745S_03004,478,380,195,292,642,197,375,356,453
E745S_03005,0,0,0,0,0,1,0,0,1
E745S_03006,846,936,899,534,773,715,581,660,330
E745S_03007,0,0,0,0,0,0,0,0,0
E745S_03008,0,0,0,0,0,0,0,25,0
E745S_03009,411,335,171,382,689,359,613,570,475
E745S_03010,1314,623,210,617,248,450,407,583,324
E745S_03011,1314,623,210,617,248,450,407,583,324
E745S_03012,1466,2210,1458,2968,1676,3434,1591,2006,2371
E745S_03013,0,0,0,0,0,0,0,0,0
E745S_03014,0,0,0,0,0,0,0,0,0
E745S_03015,0,59,0,0,4,6,1,0,0
E745S_03016,113,65,79,37,71,78,49,55,50
E745S_03017,2360,1746,1639,1525,1550,1561,864,960,1077
E745S_03018,284,250,330,59,213,173,33,258,91
E745S_03019,780,1981,272,1248,302,1065,1654,1033,389
E745S_03020,793,812,350,536,107,526,379,701,533
E745S_03021,569,1086,283,153,1,457,491,206,446
E745S_03022,4998,10437,2065,6300,3393,6419,4676,5506,3724
E745S_03023,3180,2249,1769,1931,1444,1831,1183,1087,1172
E745S_03024,362,433,286,491,1,79,309,141,11
E745S_03025,0,0,0,0,0,0,0,0,0
E745S_03026,1563,1316,1246,1038,1157,1374,960,1188,1999
E745S_03027,660,1816,275,1481,849,1144,732,646,732
E745S_03028,988,487,51,304,0,219,512,105,259
E745S_03029,1432,1986,1059,1755,647,1728,1119,642,514
E745S_03030,333,323,239,178,281,216,162,118,193
E745S_03031,2553,1875,1734,1465,1727,1449,1036,906,1167
E745S_03032,1357,273,288,280,0,487,87,0,144
E745S_03033,10049,7340,5339,6531,6194,4033,4684,4225,5294
E745S_03034,13015,12778,5534,10338,11563,9402,6780,7811,6162
E745S_03035,964,1349,727,794,897,1308,2630,2491,475
E745S_03036,1365,1917,853,1908,837,1038,1606,506,487
E745S_03037,0,487,72,173,0,0,586,86,9
E745S_03038,253,475,37,334,262,390,388,404,482
E745S_03039,2779,2307,1493,1591,2663,1768,2046,1672,2160
E745S_03040,12441,16495,9561,8710,10889,9228,9052,7764,5270
E745S_03041,2971,2036,1706,1927,1230,1808,1023,1007,1016
E745S_03042,1155,1756,130,886,478,1087,766,957,1214
E745S_03043,4628,3309,1113,4257,2455,2547,1602,2711,2465
E745S_03044,3133,2209,1746,1991,1389,1908,1218,1087,1191
E745S_03045,14311,6378,3880,8342,13209,8397,6479,2722,3481
E745S_03046,184,69,66,134,8,6,12,9,160
E745S_03047,413,492,114,157,493,277,355,200,134
E745S_03048,343,50,213,70,0,1,0,0,114
E745S_03049,0,0,0,0,0,0,0,0,0
E745S_03050,721,919,887,765,55,573,601,437,175
E745S_03051,3114,2241,1733,1940,1484,1894,1209,1051,1173
E745S_03052,76,221,49,196,200,111,72,202,169
E745S_03053,784,1674,404,689,0,456,217,141,184
E745S_03054,1,1,0,2,0,2,9,1,1
E745S_03055,1,59,0,0,7,4,0,0,1
E745S_03056,103,58,92,42,49,79,74,60,48
E745S_03057,2586,1756,1704,1535,1730,1560,983,986,1095
E745S_03058,930,2127,550,1161,564,1094,1579,1381,375
E745S_03059,204,231,108,194,1,181,243,111,151
E745S_03060,727,751,313,500,112,533,337,715,444
E745S_03061,543,964,239,138,0,407,469,202,442
E745S_03062,0,0,0,0,0,0,0,0,0
E745S_03063,0,3,0,0,0,0,0,0,0
E745S_03064,7933,5520,6414,6930,3304,3354,4145,4262,3461
E745S_03065,0,0,0,0,0,0,0,0,0
E745S_03066,3225,3150,1990,2436,3210,2986,2739,2885,2543
E745S_03067,102,250,0,109,296,102,198,171,140
E745S_03068,1957,1321,957,1588,1657,1418,1686,1346,1199
E745S_03069,384,426,590,686,227,411,238,137,142
E745S_03070,5286,5812,3012,5317,4655,5872,4423,4919,4834
E745S_03071,2805,5073,2374,2646,1650,3447,5766,7934,5914
E745S_03072,1500,2100,1078,1742,3098,2232,2077,2080,1947
E745S_03073,405,872,622,860,144,689,455,745,776
E745S_03074,802,507,232,174,177,119,509,734,396
E745S_03075,3315,2322,1664,794,2986,2130,2125,4541,3610
E745S_03076,1228,1229,333,166,1629,568,1068,1177,1426
E745S_03077,1296,1635,442,1643,456,627,1959,1352,2065
E745S_03078,1833,3014,1546,1213,1301,2044,3142,3279,3339
E745S_03079,186,140,0,0,64,113,104,157,153
E745S_03080,0,0,0,0,2,0,0,0,0
E745S_03081,0,0,0,1,0,1,0,1,0
E745S_03082,1355,821,1201,856,1073,870,453,366,517
E745S_03083,1112,823,504,670,545,742,457,552,497
E745S_03084,8,8,0,10,0,14,47,57,5
E745S_03085,0,3,1,1,8,35,3,5,2
E745S_03086,79,82,36,19,303,95,46,160,0
E745S_03087,0,0,0,0,0,1,0,0,0
E745S_03088,4,1,49,140,20,230,0,106,0
E745S_03089,190,235,23,0,162,79,165,80,68
E745S_03090,1785,1835,849,999,2197,1611,593,1463,688
E745S_03091,989,1279,650,1108,780,1026,1344,1169,831
E745S_03092,4182,3658,1270,2997,4116,2716,2172,2487,2312
E745S_03093,0,261,0,0,0,0,180,101,63
E745S_03094,2251,2977,485,2260,1883,1157,2694,2427,1858
E745S_03095,663,796,475,753,436,976,519,666,919
E745S_03096,0,0,0,1,0,2,0,1,2
E745S_03097,1,0,0,0,0,0,0,0,0
E745S_03098,2,2,0,1,0,1,1,0,1
E745S_03099,1399,898,1139,775,1111,871,444,381,627
E745S_03100,744,654,377,512,469,637,393,487,420
E745S_03101,8,3,0,11,0,19,59,64,8
E745S_03102,5,2,1,5,6,33,4,6,0
E745S_03103,77,79,51,26,319,112,62,179,0
E745S_03104,0,0,0,0,0,0,0,0,0
E745S_03105,219,125,140,400,351,189,272,304,385
E745S_03106,5,0,5,3,8,11,3,4,5
E745S_03107,157,229,16,0,143,72,198,68,63
E745S_03108,26,120,0,196,167,92,40,106,26
E745S_03109,877,1256,713,573,986,1675,1103,926,436
E745S_03110,4531,6307,2588,6134,3277,4107,2798,2365,2661
E745S_03111,30,73,0,0,175,51,124,0,0
E745S_03112,0,0,0,0,0,0,0,34,48
E745S_03113,128,203,25,111,142,238,12,232,69
E745S_03114,22,80,0,209,0,22,95,181,0
E745S_03115,554,527,10,393,867,364,595,1606,516
E745S_03116,72,543,0,0,192,203,704,305,1110
E745S_03117,2725,2497,1503,1966,2515,2627,5714,5177,4223
E745S_03118,1590,1153,487,1181,2219,1168,2803,1491,1830
E745S_03119,0,102,0,544,172,146,140,290,406
E745S_03120,28,74,0,248,196,79,43,119,26
E745S_03121,4959,7312,3449,5905,4230,5996,3972,3620,2953
E745S_03122,34,59,0,0,158,30,97,0,0
E745S_03123,0,1,0,0,0,1,1,16,52
E745S_03124,145,212,21,113,167,221,16,197,61
E745S_03125,22,47,0,191,0,25,72,187,0
E745S_03126,234,67,0,31,159,62,50,577,73
E745S_03127,276,354,24,325,663,259,521,883,386
E745S_03128,10701,15021,2926,10480,8711,11014,13476,16568,7537
E745S_03129,706,1068,614,559,684,853,89,728,695
E745S_03130,1045,528,510,1820,0,515,274,402,138
E745S_03131,0,0,0,0,0,1,0,0,0
E745S_03132,0,0,0,0,0,0,0,0,0
E745S_03133,2282,2600,2451,1542,2045,1456,2576,2734,2284
E745S_03134,3825,8412,1199,7661,4575,5789,5597,2751,5082
E745S_03135,101,625,979,446,177,132,90,196,386
E745S_03136,1049,815,657,608,314,253,340,783,269
E745S_03137,2,192,266,0,11,0,366,216,0
E745S_03138,140,496,55,467,516,420,306,629,140
E745S_03139,207,148,0,211,0,59,116,0,149
E745S_03140,0,0,0,0,0,0,0,0,0
E745S_03141,0,0,0,0,0,0,1,0,0
E745S_03142,2269,3421,2187,2624,4612,1833,2778,2430,3480
E745S_03143,2065,2642,1027,2025,1861,2688,2031,3600,2444
E745S_03144,9519,9500,8525,5897,11611,7748,9486,9271,8713
E745S_03145,1966,2961,1633,2515,3259,2886,2656,2766,2767
E745S_03146,3096,5911,2633,4278,3043,3088,3479,4014,2208
E745S_03147,4658,3974,4220,3306,4219,3043,3282,2088,3713
E745S_03148,1353,1527,34,428,800,1888,1431,978,1564
E745S_03149,517,709,162,441,1182,986,818,807,483
E745S_03150,572,378,388,454,488,309,724,482,735
E745S_03151,708,1807,698,2359,356,2460,1099,1108,526
E745S_03152,208,0,230,5,4,123,97,63,1
E745S_03153,0,1,0,0,0,0,126,0,101
E745S_03154,0,0,0,0,0,0,0,0,0
E745S_03155,1182,926,380,935,1221,1323,1577,816,832
E745S_03156,1818,1980,1010,1126,1940,1660,1498,2354,1073
E745S_03157,6221,6365,3396,5262,5741,5259,7274,4992,4363
E745S_03158,157,168,264,82,1070,28,0,469,151
E745S_03159,0,205,0,0,577,110,0,176,162
E745S_03160,1163,2081,586,1673,519,2201,2239,1009,1306
E745S_03161,1209,896,842,164,331,135,699,590,518
E745S_03162,1687,4534,1180,2025,1864,2524,3298,2828,3573
E745S_03163,2572,3505,2792,2139,1424,2283,1234,1430,1867
E745S_03164,246,158,15,393,298,369,0,247,35
