,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00178,928.962647151217,684.779795729513,1328.15554252191,905.97264646581,7.27810162285898,591.354241739885,1353.47722774279,787.209326361888,822.409834636681
E745S_00179,48.3474983647473,18.2502147181678,60.2227390604298,280.779933452529,0,11.0137609493102,27.9387501139566,188.848130444051,9.73906383122385
E745S_00180,3278.99640695197,1823.4344966239,834.980138864878,1584.45786809473,735.998026611614,3019.46492487242,2922.18630821531,2306.20515819447,2037.62857713272
E745S_00186,42.3040610691539,216.622113828687,0,0,0,66.082565695861,0,87.2396254768715,134.182657230195
E745S_00187,4468.69020599879,2683.57505116711,4044.68936662616,3497.42030422315,1553.87469648039,1344.52604819656,3381.62353231149,2797.82610647002,4599.0023647446
E745S_00189,0,153.143106113321,1.62764159622783,0.795410576352774,0,116.915308538831,91.0596300010437,0,0
E745S_00193,1602.37423151734,1635.37793626712,2259.16653556423,1768.19771123222,1315.51686833176,1305.55427868361,1858.44426683948,1640.10495896518,749.907915004237
E745S_00194,6179.84630883681,7046.96334400209,6189.92099045445,7462.54202734173,5416.72713281279,4162.35442645853,5213.16381755975,6043.14017420964,6699.39379767854
E745S_00196,45.757453809493,119.816627062754,0,245.781868093007,0,0,110.720231933087,2.05269707004404,286.761323919369
E745S_00197,4703.52091234185,3766.68562031054,3600.34321085597,6656.79111349637,4094.84192556103,3110.96386198977,4046.97969243275,3762.59372939072,3131.6500808402
E745S_00198,2448.45545290042,2595.49792796204,2747.45901443258,5028.58566370224,2097.00303008624,4698.63986345186,2525.86996400622,2316.46864354469,2578.68767886738
E745S_00199,250.370973674584,186.469585163888,402.027474268275,744.504299466197,174.674438948615,360.912474185087,173.841111820174,251.455391080394,0
E745S_00200,0.863348185084774,0,0,0,3.63905081142949,1.69442476143233,2.06953704547827,0,1.08211820346932
E745S_00202,6.04343729559342,0.793487596442078,1.62764159622783,2.38623172905832,1.81952540571474,10.166548568594,3.1043055682174,151.899583183259,7.57482742428522
E745S_00204,1496.18240475191,1226.73182409945,133.466610890682,1306.06416637126,1412.8614775375,1595.30091288854,1316.22556092418,805.683599992284,1924.00616576845
E745S_00205,0,0,0,0,0,0,0,99.5558078971357,0
E745S_00206,0.863348185084774,0.793487596442078,0,0,0,58.4576542694155,0,0,1.08211820346932
E745S_00207,1420.20776446445,548.299929141476,1074.24345351037,414.408910279795,2141.58140252625,369.384597992249,807.119447736524,844.684844323121,656.845749505875
E745S_00208,87.1981666935622,239.633254125508,0,38.9751182412859,0,198.247697087583,72.4337965917393,25.6587133755504,82.2409834636681
E745S_00209,3514.69046148011,4422.1063749717,4990.34913403453,3960.34925966046,3984.76063851529,2993.20134107022,5129.34756721788,4313.74289269754,4078.50350887586
E745S_00210,1.72669637016955,42.8483302078722,1.62764159622783,174.194916221258,0.909762702857372,146.567741863897,1.03476852273913,3.07904560506605,212.095167879986
E745S_00211,17.2669637016955,7.93487596442078,0,0.795410576352774,4.54881351428686,25.416371421485,40.3559723868262,28.7377589806165,53.0237919699965
