feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,gene_only_label,gene_product_label,COG,EC_number,annotation_status,plot_label,tnseq_change
E745S_01721,39.5549205594918,0.786872101051071,1.21951189716714,0.645235280507664,0.518774726251323,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01721,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01725,3134.96287794953,-0.259509332889358,0.429326729940749,-0.60445650082205,0.545540181125457,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01725,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01728,1870.78849287651,0.146908001464307,0.325391391859838,0.4514809092663,0.651642981249004,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01728,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01729,163.115697730585,0.448140215265863,0.82767035065256,0.541447709118172,0.588199030601731,0.962371500611455,CDS,pbuG,Guanine/hypoxanthine permease PbuG,Guanine/hypoxanthine permease PbuG,pbuG,pbuG / Guanine/hypoxanthine permease PbuG,COG2252,,annotated,pbuG / Guanine/hypoxanthine permease PbuG,Not significant
E745S_01732,612.939443164868,-0.400512000588806,0.602072742271519,-0.665221944906095,0.505908546390878,0.962371500611455,CDS,NA,putative oxidoreductase,putative oxidoreductase,E745S_01732,putative oxidoreductase,,1.-.-.-,annotated,putative oxidoreductase,Not significant
E745S_01734,67.6257960636669,-1.85115601236744,2.90869626688215,-0.636421215045496,0.524501916838427,0.962371500611455,CDS,npr_1,NADH peroxidase,NADH peroxidase,npr_1,npr_1 / NADH peroxidase,COG0446,1.11.1.1,annotated,npr_1 / NADH peroxidase,Not significant
E745S_01736,1410.89361887422,-0.236848198944076,0.570959579126446,-0.414824810026741,0.67827015593967,0.962371500611455,CDS,glpK,Glycerol kinase,Glycerol kinase,glpK,glpK / Glycerol kinase,COG0554,2.7.1.30,annotated,glpK / Glycerol kinase,Not significant
E745S_01739,398.009562187776,-0.679897148355172,1.36024294974497,-0.499835083491994,0.617191205007779,0.962371500611455,CDS,mutS2_1,Endonuclease MutS2,Endonuclease MutS2,mutS2_1,mutS2_1 / Endonuclease MutS2,,3.1.-.-,annotated,mutS2_1 / Endonuclease MutS2,Not significant
E745S_01744,3940.96088754286,-0.16199647161847,0.367944611583055,-0.44027406984299,0.659738618791123,0.962371500611455,CDS,cdr_1,Coenzyme A disulfide reductase,Coenzyme A disulfide reductase,cdr_1,cdr_1 / Coenzyme A disulfide reductase,,1.8.1.14,annotated,cdr_1 / Coenzyme A disulfide reductase,Not significant
E745S_01745,2513.95499030035,-0.251175743384136,0.465193442645738,-0.539938271605037,0.589239603264446,0.962371500611455,CDS,helD_2,DNA helicase IV,DNA helicase IV,helD_2,helD_2 / DNA helicase IV,COG3973,3.6.4.12,annotated,helD_2 / DNA helicase IV,Not significant
E745S_01748,801.202384980484,0.439516575029237,0.699915257490065,0.62795684238313,0.530032212474134,0.962371500611455,CDS,pgaC,Poly-beta-1,6-N-acetyl-D-glucosamine synthase,Poly-beta-1,6-N-acetyl-D-glucosamine synthase,pgaC,pgaC / Poly-beta-1,6-N-acetyl-D-glucosamine synthase,COG1215,2.4.1.-,annotated,pgaC / Poly-beta-1,6-N-acetyl-D-glucosamine synthase,Not significant
E745S_01749,3350.09260463598,0.230975082389913,0.347294589872338,0.665069624248443,0.506005962060623,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01749,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01758,1120.59534225893,0.156581433989016,0.291299526487199,0.537527252025576,0.590903465755123,0.962371500611455,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,E745S_01758,IS30 family transposase IS1252,COG2826,,annotated,IS30 family transposase IS1252,Not significant
E745S_01764,151.141647827251,-0.930206769434203,2.26604286532892,-0.410498311248487,0.68144044204256,0.962371500611455,CDS,gadC_2,putative glutamate/gamma-aminobutyrate antiporter,putative glutamate/gamma-aminobutyrate antiporter,gadC_2,gadC_2 / putative glutamate/gamma-aminobutyrate antiporter,COG0531,,annotated,gadC_2 / putative glutamate/gamma-aminobutyrate antiporter,Not significant
E745S_01785,670.971166640193,0.368463998224888,0.721997112183377,0.510339988910238,0.609813291740761,0.962371500611455,CDS,lpdC,Gallate decarboxylase,Gallate decarboxylase,lpdC,lpdC / Gallate decarboxylase,COG0043,4.1.1.59,annotated,lpdC / Gallate decarboxylase,Not significant
E745S_01788,716.53306984642,-0.487510965774219,0.754864207484887,-0.645826045188371,0.518392018560957,0.962371500611455,CDS,hssR,Heme response regulator HssR,Heme response regulator HssR,hssR,hssR / Heme response regulator HssR,,,annotated,hssR / Heme response regulator HssR,Not significant
E745S_01791,619.556068267146,0.43564000079088,0.815639608856225,0.534108442087284,0.593266509325955,0.962371500611455,CDS,ydfK,putative membrane protein YdfK,putative membrane protein YdfK,ydfK,ydfK / putative membrane protein YdfK,COG1811,,annotated,ydfK / putative membrane protein YdfK,Not significant
E745S_01799,255.989227145665,-0.78170885044898,1.5822992085532,-0.494033521740649,0.621282505504922,0.962371500611455,CDS,bceB_1,Bacitracin export permease protein BceB,Bacitracin export permease protein BceB,bceB_1,bceB_1 / Bacitracin export permease protein BceB,COG0577,,annotated,bceB_1 / Bacitracin export permease protein BceB,Not significant
E745S_01802,171.385658134395,1.0820071893685,1.81521732340117,0.596075839195468,0.551124563848545,0.962371500611455,CDS,bglF_1,PTS system beta-glucoside-specific EIIBCA component,PTS system beta-glucoside-specific EIIBCA component,bglF_1,bglF_1 / PTS system beta-glucoside-specific EIIBCA component,COG1263,,annotated,bglF_1 / PTS system beta-glucoside-specific EIIBCA component,Not significant
E745S_01804,388.907473439598,-0.728821849325152,1.25882566412916,-0.578969646149805,0.562609654638962,0.962371500611455,CDS,rbsK,Ribokinase,Ribokinase,rbsK,rbsK / Ribokinase,,2.7.1.15,annotated,rbsK / Ribokinase,Not significant
E745S_01808,5332.63363949758,0.140739757284564,0.274347516977553,0.512998108512422,0.607952643806785,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01808,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01825,922.84184970845,-0.265225152475039,0.539890904513239,-0.491256937758868,0.623244732659491,0.962371500611455,CDS,cysM,Cysteine synthase,Cysteine synthase,cysM,cysM / Cysteine synthase,COG0031,2.5.1.47,annotated,cysM / Cysteine synthase,Not significant
E745S_01838,501.149566366272,-0.605314524005722,0.950780230033174,-0.636650305596491,0.524352649770521,0.962371500611455,CDS,NA,IS3 family transposase ISEfa10,IS3 family transposase ISEfa10,E745S_01838,IS3 family transposase ISEfa10,,,annotated,IS3 family transposase ISEfa10,Not significant
E745S_01840,2853.30945183816,-0.154894227394726,0.31218403825682,-0.496163187136754,0.619779281420985,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01840,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01841,6317.88380109363,0.21063058314912,0.306679285029654,0.686810598012035,0.492202090423447,0.962371500611455,CDS,umuC_1,Protein UmuC,Protein UmuC,umuC_1,umuC_1 / Protein UmuC,COG0389,,annotated,umuC_1 / Protein UmuC,Not significant
E745S_01844,3755.71627119437,0.239130221513991,0.371251632633184,0.644118976172325,0.519498285999494,0.962371500611455,CDS,lacS,Lactose permease,Lactose permease,lacS,lacS / Lactose permease,COG2190,,annotated,lacS / Lactose permease,Not significant
E745S_01848,199.167933538197,-0.565264429003488,1.3014886287911,-0.434321450452119,0.664055029248498,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01848,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01851,58.6704366262462,1.77469685355052,3.11553996630269,0.569627375268951,0.568930457140367,0.962371500611455,CDS,mntB,Manganese transport system membrane protein MntB,Manganese transport system membrane protein MntB,mntB,mntB / Manganese transport system membrane protein MntB,,,annotated,mntB / Manganese transport system membrane protein MntB,Not significant
E745S_01852,589.156366444577,-0.570246907180796,1.27153004772579,-0.448473009505925,0.653811861011789,0.962371500611455,CDS,ssaB_2,Manganese ABC transporter substrate-binding lipoprotein,Manganese ABC transporter substrate-binding lipoprotein,ssaB_2,ssaB_2 / Manganese ABC transporter substrate-binding lipoprotein,COG0803,,annotated,ssaB_2 / Manganese ABC transporter substrate-binding lipoprotein,Not significant
E745S_01871,368.067304021969,0.416124580394659,0.835510795722668,0.498048119216383,0.618450126544681,0.962371500611455,CDS,mazF,Endoribonuclease toxin MazF,Endoribonuclease toxin MazF,mazF,mazF / Endoribonuclease toxin MazF,COG2337,3.1.27.-,annotated,mazF / Endoribonuclease toxin MazF,Not significant
E745S_01885,53.3041733443235,-1.55871000842091,3.18924311862484,-0.488739788860312,0.625025930568024,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01885,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01907,519.669473036276,0.387301918245114,0.693911217344165,0.558143330968838,0.576746513875538,0.962371500611455,CDS,sbnD_2,Staphyloferrin B transporter,Staphyloferrin B transporter,sbnD_2,sbnD_2 / Staphyloferrin B transporter,,,annotated,sbnD_2 / Staphyloferrin B transporter,Not significant
E745S_01917,660.153156017148,-0.319432319502489,0.682387736531453,-0.468109701276505,0.639706142021096,0.962371500611455,CDS,mgsR,Regulatory protein MgsR,Regulatory protein MgsR,mgsR,mgsR / Regulatory protein MgsR,COG1393,,annotated,mgsR / Regulatory protein MgsR,Not significant
E745S_01930,2777.32648246278,-0.233254960298481,0.363211031607724,-0.642202301141562,0.52074183909782,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01930,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01948,627.751361538477,-0.407311737173336,0.641158592531025,-0.635274551286041,0.525249368230478,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01948,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01950,1060.97153830618,-0.232969064864537,0.439862001206892,-0.529641260725677,0.596360681084908,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01950,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01951,2204.89565573746,-0.198863906160124,0.343422525968758,-0.579064828665941,0.562545430801784,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_01951,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_01957,3989.70601557695,0.182741875121771,0.340450382456034,0.536765075143867,0.591429898870185,0.962371500611455,CDS,licT_2,Transcription antiterminator LicT,Transcription antiterminator LicT,licT_2,licT_2 / Transcription antiterminator LicT,COG3711,,annotated,licT_2 / Transcription antiterminator LicT,Not significant
E745S_01959,6072.01279929452,0.196850131306942,0.308083739872787,0.638950083468295,0.52285540512889,0.962371500611455,CDS,bglF_2,PTS system beta-glucoside-specific EIIBCA component,PTS system beta-glucoside-specific EIIBCA component,bglF_2,bglF_2 / PTS system beta-glucoside-specific EIIBCA component,COG1263,,annotated,bglF_2 / PTS system beta-glucoside-specific EIIBCA component,Not significant
E745S_01974,4689.00661913375,0.216990652435954,0.376684064051955,0.576054771475612,0.564578160996843,0.962371500611455,CDS,ndk,Nucleoside diphosphate kinase,Nucleoside diphosphate kinase,ndk,ndk / Nucleoside diphosphate kinase,COG0105,2.7.4.6,annotated,ndk / Nucleoside diphosphate kinase,Not significant
E745S_01988,2695.65888412396,-0.174886803425606,0.407199720867193,-0.429486550366876,0.667569179637868,0.962371500611455,CDS,eat(A),ABC-F type ribosomal protection protein Eat(A),ABC-F type ribosomal protection protein Eat(A),eat(A),eat(A) / ABC-F type ribosomal protection protein Eat(A),,,annotated,eat(A) / ABC-F type ribosomal protection protein Eat(A),Not significant
E745S_02021,1008.47908405149,-0.213373791835279,0.452562933446948,-0.471478718352199,0.637298913698846,0.962371500611455,CDS,NA,Fumarate reductase flavoprotein subunit,Fumarate reductase flavoprotein subunit,E745S_02021,Fumarate reductase flavoprotein subunit,COG1053,1.3.5.4,annotated,Fumarate reductase flavoprotein subunit,Not significant
E745S_02034,723.995858406306,-0.56497206612423,1.2746141829233,-0.443249473992577,0.657585297369678,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02034,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02038,419.735047995146,-0.408214668265644,0.780533827941539,-0.522994204289911,0.600978286461702,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02038,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02039,1037.73309015435,-0.29078287981243,0.503161722152372,-0.577911369268214,0.563323959028115,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02039,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02045,3985.68644589016,0.189576019027827,0.291560745405758,0.650211052122253,0.515555902959442,0.962371500611455,CDS,xerC_8,Tyrosine recombinase XerC,Tyrosine recombinase XerC,xerC_8,xerC_8 / Tyrosine recombinase XerC,,,annotated,xerC_8 / Tyrosine recombinase XerC,Not significant
E745S_02050,287.824206845093,0.883346089694103,1.83944707137303,0.480223706048113,0.631068332019968,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02050,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02058,1169.11528496712,0.321607344236451,0.46937461580551,0.685182652420454,0.493228669254623,0.962371500611455,CDS,kbaY,D-tagatose-1,6-bisphosphate aldolase subunit KbaY,D-tagatose-1,6-bisphosphate aldolase subunit KbaY,kbaY,kbaY / D-tagatose-1,6-bisphosphate aldolase subunit KbaY,COG0191,4.1.2.40,annotated,kbaY / D-tagatose-1,6-bisphosphate aldolase subunit KbaY,Not significant
E745S_02065,189.979516532196,0.89890114703392,1.4638431765947,0.614069294721179,0.539169537554203,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02065,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02075,429.96286398579,0.593120331236247,0.881303026838292,0.673003851313309,0.500944840752795,0.962371500611455,CDS,rsmI,Ribosomal RNA small subunit methyltransferase I,Ribosomal RNA small subunit methyltransferase I,rsmI,rsmI / Ribosomal RNA small subunit methyltransferase I,,2.1.1.198,annotated,rsmI / Ribosomal RNA small subunit methyltransferase I,Not significant
E745S_02076,405.928490370708,-0.938220119492651,1.48699035011502,-0.630952392811478,0.5280716530345,0.962371500611455,CDS,dinB,DNA polymerase IV,DNA polymerase IV,dinB,dinB / DNA polymerase IV,COG0389,2.7.7.7,annotated,dinB / DNA polymerase IV,Not significant
E745S_02078,3753.45982233943,-0.160537973873239,0.339111742315446,-0.473407298659402,0.635922623704597,0.962371500611455,CDS,nrdD,Anaerobic ribonucleoside-triphosphate reductase,Anaerobic ribonucleoside-triphosphate reductase,nrdD,nrdD / Anaerobic ribonucleoside-triphosphate reductase,COG1328,1.1.98.6,annotated,nrdD / Anaerobic ribonucleoside-triphosphate reductase,Not significant
E745S_02081,110.504601219002,-1.41471352299987,2.09855218033409,-0.67413788242075,0.500223657206118,0.962371500611455,CDS,dltA,D-alanine--D-alanyl carrier protein ligase,D-alanine--D-alanyl carrier protein ligase,dltA,dltA / D-alanine--D-alanyl carrier protein ligase,COG1020,6.2.1.54,annotated,dltA / D-alanine--D-alanyl carrier protein ligase,Not significant
E745S_02082,314.058236509235,0.539992162010407,0.921765678356654,0.585823680236302,0.557994008743274,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02082,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02084,1364.25630596732,0.213808452597598,0.408443789935597,0.523470934963439,0.600646572118928,0.962371500611455,CDS,dltD,Protein DltD,Protein DltD,dltD,dltD / Protein DltD,COG3966,,annotated,dltD / Protein DltD,Not significant
E745S_02088,903.827052554723,-0.541706331866047,0.873597101232801,-0.62008714440742,0.535200415405544,0.962371500611455,CDS,NA,putative protein,putative protein,E745S_02088,putative protein,COG1234,,annotated,putative protein,Not significant
E745S_02091,4920.86810992874,-0.150889765177737,0.297871788947716,-0.506559435221379,0.612463976823499,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02091,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02094,290.717888212114,-0.406924817197021,0.784486891335998,-0.518714616765641,0.603959767187302,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02094,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02095,314.53163789057,0.558443017038053,1.21386647781274,0.460053084293347,0.645478118090945,0.962371500611455,CDS,dauA,C4-dicarboxylic acid transporter DauA,C4-dicarboxylic acid transporter DauA,dauA,dauA / C4-dicarboxylic acid transporter DauA,COG0659,,annotated,dauA / C4-dicarboxylic acid transporter DauA,Not significant
E745S_02096,1996.66912145571,-0.348898424850366,0.592255965165291,-0.589100735782362,0.555793699861646,0.962371500611455,CDS,udg,Type-4 uracil-DNA glycosylase,Type-4 uracil-DNA glycosylase,udg,udg / Type-4 uracil-DNA glycosylase,COG1573,3.2.2.27,annotated,udg / Type-4 uracil-DNA glycosylase,Not significant
E745S_02116,925.378139305544,0.289424194814597,0.630514197626176,0.459028830602468,0.646213462657211,0.962371500611455,CDS,recN,DNA repair protein RecN,DNA repair protein RecN,recN,recN / DNA repair protein RecN,COG0497,,annotated,recN / DNA repair protein RecN,Not significant
E745S_02139,7904.78260997496,-0.118340564453634,0.247453852054866,-0.478232864313607,0.632484473884328,0.962371500611455,CDS,iolU_2,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,iolU_2,iolU_2 / scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,COG0673,1.1.1.371,annotated,iolU_2 / scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,Not significant
E745S_02144,1313.94598968147,0.2797792398414,0.500691928430625,0.558785200948502,0.576308323603691,0.962371500611455,CDS,celB,PTS system cellobiose-specific EIIC component,PTS system cellobiose-specific EIIC component,celB,celB / PTS system cellobiose-specific EIIC component,COG1455,,annotated,celB / PTS system cellobiose-specific EIIC component,Not significant
E745S_02163,194.77590584241,0.747710547293995,1.55437589795351,0.481035860295075,0.630491012188592,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02163,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02176,279.435953382313,0.379919346620313,0.617698858992926,0.615055930716336,0.53851778420485,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02176,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02180,3844.7208000874,0.147112373771552,0.266814990495489,0.551364724666922,0.581383677200681,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02180,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02184,2057.03579447909,-0.435627667995349,0.687748015618962,-0.633411741076841,0.52646479973327,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02184,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02189,838.38707339338,-0.236777593807033,0.538754233057856,-0.439490920494736,0.660305859496592,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02189,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02202,73.2264503558109,1.55833200385261,2.44902553182753,0.636306965199229,0.524576366015348,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02202,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02203,369.748892041725,0.378306714666205,0.759963057263159,0.497796190289294,0.618627701432233,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02203,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02206,526.633147496712,0.314979005128126,0.563684447063403,0.558786049125632,0.576307744676075,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02206,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02214,2679.15539710102,0.150269156224567,0.299470005144795,0.501783663281774,0.615819705998701,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02214,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02216,3610.8678919269,0.103994325201433,0.240745479336268,0.431967925163721,0.665764725333058,0.962371500611455,CDS,NA,IS256 family transposase IS16,IS256 family transposase IS16,E745S_02216,IS256 family transposase IS16,,,annotated,IS256 family transposase IS16,Not significant
E745S_02226,1416.88710225818,0.293691087765832,0.5177268890958,0.567270300135962,0.570530552056553,0.962371500611455,CDS,melD,Melibiose/raffinose/stachyose import permease protein MelD,Melibiose/raffinose/stachyose import permease protein M,melD,melD / Melibiose/raffinose/stachyose import permease protein M,COG1175,,annotated,melD / Melibiose/raffinose/stachyose import permease protein M,Not significant
E745S_02232,4065.40553296264,-0.114373648075798,0.23869666407723,-0.479158971567328,0.63182553961823,0.962371500611455,CDS,xylT,D-xylose transporter,D-xylose transporter,xylT,xylT / D-xylose transporter,,,annotated,xylT / D-xylose transporter,Not significant
E745S_02233,110.509118635988,-1.02740414053082,2.51322639426335,-0.408798882136505,0.682687260333372,0.962371500611455,CDS,xylB_3,Xylulose kinase,Xylulose kinase,xylB_3,xylB_3 / Xylulose kinase,,2.7.1.17,annotated,xylB_3 / Xylulose kinase,Not significant
E745S_02239,120.224984085134,1.0384284966681,2.45870977824332,0.422346917825343,0.672771817024677,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02239,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02241,3542.07106825758,-0.145444220416863,0.245070313557703,-0.593479554114241,0.552860262164522,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02241,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02247,172.285854437385,0.521464395022888,1.2737420158375,0.409395614291657,0.682249357643201,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02247,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02257,253.769082357861,-0.422113759951782,0.891870113158768,-0.473290621273053,0.636005852365669,0.962371500611455,CDS,natA_1,ABC transporter ATP-binding protein NatA,ABC transporter ATP-binding protein NatA,natA_1,natA_1 / ABC transporter ATP-binding protein NatA,COG4555,7.2.2.4,annotated,natA_1 / ABC transporter ATP-binding protein NatA,Not significant
E745S_02258,305.35534115941,-0.661884245183213,1.61883844387684,-0.408863681046586,0.68263970347934,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02258,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02259,40.9989694892502,-0.943111888765526,1.75905287710992,-0.536147549080525,0.591856580110261,0.962371500611455,CDS,mtlF_2,Mannitol-specific phosphotransferase enzyme IIA component,Mannitol-specific phosphotransferase enzyme IIA compone,mtlF_2,mtlF_2 / Mannitol-specific phosphotransferase enzyme IIA compone,COG2213,,annotated,mtlF_2 / Mannitol-specific phosphotransferase enzyme IIA compone,Not significant
E745S_02260,3150.10959944735,-0.226347378160318,0.455078724591979,-0.497380707839637,0.618920607474851,0.962371500611455,CDS,mtlD,Mannitol-1-phosphate 5-dehydrogenase,Mannitol-1-phosphate 5-dehydrogenase,mtlD,mtlD / Mannitol-1-phosphate 5-dehydrogenase,COG0246,1.1.1.17,annotated,mtlD / Mannitol-1-phosphate 5-dehydrogenase,Not significant
E745S_02263,2629.39516025597,-0.148269688392597,0.344673599342548,-0.430174195747561,0.667068931212138,0.962371500611455,CDS,ntpJ_1,Potassium/sodium uptake protein NtpJ,Potassium/sodium uptake protein NtpJ,ntpJ_1,ntpJ_1 / Potassium/sodium uptake protein NtpJ,,,annotated,ntpJ_1 / Potassium/sodium uptake protein NtpJ,Not significant
E745S_02269,182.740171985716,1.31203856796378,2.64750227377082,0.495575992875371,0.620193594126392,0.962371500611455,CDS,COQ5_2,2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial,2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitoc,COQ5_2,COQ5_2 / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitoc,,2.1.1.163,annotated,COQ5_2 / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitoc,Not significant
E745S_02270,1589.49151795259,-0.346394963826201,0.603016262067364,-0.574437184560546,0.565671996234191,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02270,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02278,1009.23685771934,0.327669019569815,0.636410717478457,0.514870366841217,0.606643609487881,0.962371500611455,CDS,nlhH,Carboxylesterase NlhH,Carboxylesterase NlhH,nlhH,nlhH / Carboxylesterase NlhH,COG0657,3.1.1.1,annotated,nlhH / Carboxylesterase NlhH,Not significant
E745S_02282,394.151798337526,0.669084972051636,1.42961092870607,0.468018926420225,0.639771055083956,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02282,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02288,48.6621690699919,-0.698179203258051,1.56084900845843,-0.44730733048138,0.654653174923005,0.962371500611455,CDS,glnQ_2,Glutamine transport ATP-binding protein GlnQ,Glutamine transport ATP-binding protein GlnQ,glnQ_2,glnQ_2 / Glutamine transport ATP-binding protein GlnQ,COG1126,,annotated,glnQ_2 / Glutamine transport ATP-binding protein GlnQ,Not significant
E745S_02309,335.384142450718,0.530087227187005,1.25447852483017,0.422555840291303,0.672619351383197,0.962371500611455,CDS,rsmA,Ribosomal RNA small subunit methyltransferase A,Ribosomal RNA small subunit methyltransferase A,rsmA,rsmA / Ribosomal RNA small subunit methyltransferase A,COG0030,2.1.1.182,annotated,rsmA / Ribosomal RNA small subunit methyltransferase A,Not significant
E745S_02322,1525.28709898362,-0.3555513480944,0.644333939659974,-0.551812229978186,0.581077007239658,0.962371500611455,CDS,nodM,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],Glutamine--fructose-6-phosphate aminotransferase [isome,nodM,nodM / Glutamine--fructose-6-phosphate aminotransferase [isome,,2.6.1.16,annotated,nodM / Glutamine--fructose-6-phosphate aminotransferase [isome,Not significant
E745S_02327,1005.96393090007,-0.495702854087659,0.736798205831211,-0.672779670423378,0.50108747309067,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02327,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02331,216.941309387635,0.690142977158477,1.43971619896153,0.479360430657291,0.631682238226213,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02331,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02341,2731.70470425334,0.144229389671844,0.345832603214961,0.417049718074715,0.676642042149242,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02341,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02342,167.412257619925,-0.95493940053387,1.4810665890407,-0.644764663250149,0.519079704758859,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02342,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02360,287.954617086707,-0.309445959386052,0.565327430813979,-0.547374746950631,0.584121300888559,0.962371500611455,CDS,NA,IS3 family transposase IS1485,IS3 family transposase IS1485,E745S_02360,IS3 family transposase IS1485,,,annotated,IS3 family transposase IS1485,Not significant
E745S_02372,181.682548901584,0.639161772331912,1.56347884388567,0.408807432752605,0.682680984840825,0.962371500611455,CDS,NA,hypothetical protein,hypothetical protein,E745S_02372,hypothetical protein,,,annotated,hypothetical protein,Not significant
E745S_02375,112.667861423651,-1.26158029090329,2.16062361512038,-0.583896372359607,0.559290033975389,0.962371500611455,CDS,thiI_1,putative tRNA sulfurtransferase,putative tRNA sulfurtransferase,thiI_1,thiI_1 / putative tRNA sulfurtransferase,COG0301,2.8.1.4,annotated,thiI_1 / putative tRNA sulfurtransferase,Not significant
