gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
E745S_01223,16498.7984474431,-0.293831754613812,0.0512678939044621,-5.73130144884375,9.96629636175916e-09,1.75723129673416e-08
E745S_01036,426.851873439599,-0.609408750746362,0.106415913477026,-5.72666935643912,1.02421511920454e-08,1.80477615738766e-08
E745S_01847,129.978317673055,-0.974006143627155,0.170447783074869,-5.71439608105271,1.10094301710058e-08,1.93880527693876e-08
E745S_01108,147.997156605787,-0.923332018705832,0.161792569345734,-5.70688766758359,1.15060662974102e-08,2.0250398423072e-08
E745S_02308,867.920190741412,-0.524702544707719,0.091992217455351,-5.70377102783056,1.17185470036359e-08,2.06118974789027e-08
E745S_00685,2704.7979838017,0.427648174823572,0.0749820463635869,5.70334094044209,1.17481664889765e-08,2.06515173003688e-08
E745S_01204,4983.45703430998,-0.372795736229947,0.0653770565188931,-5.70224106253873,1.1824244756525e-08,2.07727075958023e-08
E745S_00429,656.758763402874,-0.530655094800335,0.093599779143617,-5.66940541586228,1.43293929779832e-08,2.51585421947582e-08
E745S_02120,3713.05724723508,0.384138018104634,0.0679105663415446,5.65652797199006,1.54465814352539e-08,2.71036760446198e-08
E745S_01232,1573.12447534081,-0.402208773257009,0.0713541798862509,-5.63679344220884,1.73245706330832e-08,3.03806175378947e-08
E745S_01818,934.364859299479,-0.534709268719081,0.0948925326625891,-5.63489300702254,1.75167055068193e-08,3.06990546239319e-08
E745S_01648,433.123367906021,0.575241276897553,0.102670034134539,5.6028156778808,2.10897461453637e-08,3.69387791992502e-08
E745S_01011,4140.44893779176,-0.405235555175536,0.0723783873216614,-5.59884753130244,2.15781468605598e-08,3.7771488581533e-08
E745S_02252,80.4966406657604,1.16732926275178,0.20855592459153,5.5972001996015,2.17841103965794e-08,3.8109101781516e-08
E745S_00745,70.4232863495535,-1.39477453743512,0.249688644904473,-5.58605513666325,2.32285515008981e-08,4.06115996511198e-08
E745S_02549,2226.47767255074,0.455987712968986,0.0817019751497928,5.58111002987353,2.38988388901873e-08,4.17584153717499e-08
E745S_02436,74.1429626011078,-1.2697483184937,0.227669964513521,-5.57714462338878,2.44498592325314e-08,4.26955850185357e-08
E745S_00100,374.109648648748,0.588397269800482,0.105516840083585,5.57633520236563,2.45638394844856e-08,4.28550397460696e-08
E745S_01972,1412.65372189312,-0.411033121353623,0.0737108952058643,-5.57628719886883,2.45706153679801e-08,4.28550397460696e-08
E745S_00696,340.420554836388,-0.60593388476997,0.108668078315907,-5.57600625832797,2.46103076270664e-08,4.2898566169096e-08
E745S_02071,1702.27689171107,0.412056252634868,0.0743183104324078,5.54447820782513,2.94832049249775e-08,5.13618249770254e-08
E745S_00310,223.418233456527,0.792746032778588,0.143188219315174,5.53639144735547,3.08767059398873e-08,5.37572314539544e-08
E745S_02319,23.3811926101557,2.47405781040429,0.447089306514225,5.53369936242386,3.13546222231614e-08,5.45566678371924e-08
E745S_00781,44.3626482956294,1.59444799563074,0.288424748698509,5.52812476330669,3.23671842756275e-08,5.62848706250608e-08
E745S_01576,4586.41283556157,-0.363413177765184,0.0658406970435361,-5.51958278213372,3.39805486087709e-08,5.905515044784e-08
E745S_00542,217.816304095376,0.718133926543699,0.130142069370919,5.51807674501426,3.42729764867767e-08,5.95278249122954e-08
E745S_00271,247.023227381721,0.708612534387539,0.128499393102151,5.51452047578331,3.49732190818785e-08,6.07078358660395e-08
E745S_02530,69.8390526613108,-1.26872039835685,0.230211347595309,-5.51111147043522,3.56574799981085e-08,6.18587153006519e-08
E745S_03130,36.3952098115031,1.76787860582549,0.320802476822023,5.51080098675885,3.57204419983997e-08,6.19310343402867e-08
